t_wall,t_rel,armed,mode,alt,alt_sp,climb_rate,a_up,a_total,a_cmd,thrust,x,y,x_filt,y_filt,dxy,vx,vy,roll_deg,pitch_deg,yaw_deg,roll_ref_deg,pitch_ref_deg,roll_rate,pitch_rate,yaw_rate,pwm_roll,pwm_pitch,pwm_yaw,pwm_thr,dt_ms,sched_slip_ms,att_age_ms,pos_age_ms
1787304378.323,16.417,True,1,0.050,0.179,0.096,0.260,10.066,10.056,0.321,3.359,0.491,3.360,0.484,0.023,0.006,0.003,2.48,-1.24,159.85,0.15,-0.00,-0.243,0.130,-0.005,1453,1465,1479,1523,10.00,10.06,49.89,49.84
1787304378.333,16.427,True,1,0.050,0.182,0.096,0.273,10.080,10.069,0.321,3.359,0.491,3.360,0.484,0.023,0.006,0.003,2.48,-1.24,159.85,0.15,-0.00,-0.243,0.130,-0.005,1453,1465,1479,1523,10.00,10.06,59.89,59.84
1787304378.343,16.437,True,1,0.050,0.185,0.096,0.286,10.093,10.082,0.322,3.359,0.491,3.360,0.484,0.023,0.006,0.003,2.48,-1.24,159.85,0.16,-0.00,-0.243,0.130,-0.005,1453,1465,1479,1524,10.00,10.06,69.89,69.84
1787304378.354,16.448,True,1,0.054,0.188,0.096,0.283,10.090,10.079,0.322,3.359,0.492,3.360,0.485,0.025,0.006,0.002,2.48,-1.24,159.85,0.15,-0.00,-0.244,0.130,-0.005,1453,1465,1479,1524,10.00,10.06,-0.56,-0.61
1787304378.363,16.457,True,1,0.054,0.191,0.096,0.297,10.103,10.093,0.322,3.359,0.492,3.360,0.485,0.025,0.006,0.002,2.48,-1.24,159.85,0.15,-0.00,-0.243,0.130,-0.005,1453,1465,1479,1524,10.00,10.06,9.44,9.39
1787304378.373,16.467,True,1,0.054,0.194,0.096,0.310,10.117,10.106,0.323,3.359,0.492,3.360,0.485,0.025,0.006,0.002,2.48,-1.24,159.85,0.15,0.00,-0.243,0.130,-0.005,1453,1465,1479,1525,10.00,10.06,19.44,19.39
1787304378.383,16.477,True,1,0.054,0.197,0.096,0.323,10.130,10.119,0.323,3.359,0.492,3.360,0.485,0.025,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.243,0.130,-0.005,1453,1465,1479,1525,10.00,10.06,29.44,29.39
1787304378.393,16.487,True,1,0.054,0.200,0.096,0.337,10.144,10.133,0.323,3.359,0.492,3.360,0.486,0.025,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.243,0.130,-0.005,1453,1465,1479,1526,10.00,10.06,39.44,39.39
1787304378.403,16.497,True,1,0.054,0.203,0.096,0.350,10.157,10.146,0.324,3.359,0.492,3.360,0.486,0.025,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.243,0.131,-0.005,1453,1465,1479,1526,10.00,10.06,49.44,49.39
1787304378.413,16.507,True,1,0.054,0.206,0.096,0.364,10.171,10.160,0.324,3.359,0.492,3.360,0.486,0.025,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.243,0.131,-0.005,1453,1465,1479,1527,10.00,10.06,59.44,59.39
1787304378.424,16.518,True,1,0.056,0.209,0.095,0.373,10.180,10.169,0.325,3.359,0.493,3.360,0.486,0.025,0.006,0.002,2.48,-1.24,159.85,0.16,-0.00,-0.243,0.129,-0.005,1453,1465,1479,1527,10.00,10.06,-0.47,-0.42
1787304378.433,16.527,True,1,0.056,0.212,0.095,0.387,10.194,10.183,0.325,3.359,0.493,3.360,0.486,0.025,0.006,0.002,2.48,-1.24,159.85,0.16,-0.00,-0.243,0.129,-0.005,1453,1465,1479,1527,10.00,10.07,9.54,9.59
1787304378.443,16.538,True,1,0.057,0.215,0.095,0.394,10.201,10.190,0.325,3.359,0.493,3.360,0.487,0.026,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.243,0.130,-0.005,1453,1465,1479,1528,10.00,10.06,-0.11,-0.16
1787304378.453,16.547,True,1,0.057,0.218,0.095,0.408,10.214,10.204,0.326,3.359,0.493,3.360,0.487,0.026,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.243,0.130,-0.005,1453,1465,1479,1528,10.00,10.06,9.89,9.84
1787304378.463,16.557,True,1,0.057,0.221,0.095,0.421,10.228,10.217,0.326,3.359,0.493,3.360,0.487,0.026,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.242,0.130,-0.005,1453,1465,1479,1529,10.00,10.06,19.89,19.84
1787304378.473,16.567,True,1,0.057,0.224,0.095,0.435,10.242,10.231,0.327,3.359,0.493,3.360,0.487,0.026,0.006,0.002,2.48,-1.24,159.85,0.16,0.00,-0.242,0.130,-0.005,1453,1465,1479,1529,10.00,10.06,29.89,29.84
1787304378.483,16.577,True,1,0.057,0.227,0.095,0.449,10.255,10.245,0.327,3.359,0.493,3.360,0.487,0.026,0.006,0.002,2.48,-1.24,159.85,0.17,0.01,-0.242,0.130,-0.005,1453,1465,1479,1530,10.00,10.07,39.89,39.84
1787304378.493,16.587,True,1,0.057,0.230,0.095,0.462,10.269,10.258,0.327,3.359,0.493,3.360,0.488,0.026,0.006,0.002,2.48,-1.24,159.85,0.17,0.01,-0.242,0.130,-0.005,1453,1465,1479,1530,9.99,10.06,49.89,49.84
1787304378.504,16.598,True,1,0.058,0.233,0.093,0.479,10.286,10.275,0.328,3.359,0.494,3.360,0.488,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.00,-0.243,0.131,-0.005,1453,1465,1479,1531,10.00,10.06,-0.40,-0.45
1787304378.513,16.607,True,1,0.058,0.236,0.093,0.493,10.300,10.289,0.328,3.359,0.494,3.360,0.488,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.00,-0.242,0.131,-0.005,1453,1465,1479,1531,10.00,10.07,9.61,9.56
1787304378.523,16.618,True,1,0.058,0.239,0.092,0.506,10.313,10.302,0.329,3.359,0.495,3.360,0.488,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.00,-0.242,0.131,-0.005,1453,1465,1479,1532,10.00,10.06,-0.17,-0.12
1787304378.533,16.627,True,1,0.058,0.242,0.092,0.520,10.327,10.316,0.329,3.359,0.495,3.360,0.489,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.01,-0.242,0.131,-0.005,1453,1465,1479,1532,10.00,10.06,9.83,9.88
1787304378.543,16.637,True,1,0.058,0.245,0.092,0.534,10.341,10.330,0.330,3.359,0.495,3.360,0.489,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.01,-0.242,0.131,-0.005,1453,1465,1479,1533,10.00,10.06,19.83,19.88
1787304378.553,16.647,True,1,0.058,0.248,0.092,0.548,10.355,10.344,0.330,3.359,0.495,3.360,0.489,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.01,-0.242,0.131,-0.005,1453,1465,1479,1533,10.00,10.06,29.83,29.88
1787304378.563,16.657,True,1,0.058,0.251,0.092,0.562,10.369,10.358,0.331,3.359,0.495,3.360,0.489,0.027,0.006,0.001,2.48,-1.25,159.85,0.17,0.01,-0.242,0.131,-0.005,1453,1465,1479,1534,10.00,10.06,39.83,39.88
1787304378.573,16.667,True,1,0.058,0.254,0.092,0.576,10.382,10.372,0.331,3.359,0.495,3.360,0.489,0.027,0.006,0.001,2.48,-1.25,159.85,0.18,0.01,-0.242,0.132,-0.005,1453,1465,1479,1534,10.00,10.06,49.83,49.88
1787304378.583,16.677,True,1,0.058,0.257,0.092,0.590,10.396,10.386,0.331,3.359,0.495,3.360,0.489,0.027,0.006,0.001,2.48,-1.25,159.85,0.18,0.01,-0.242,0.132,-0.005,1453,1465,1479,1535,10.00,10.06,59.83,59.88
1787304378.593,16.687,True,1,0.058,0.260,0.092,0.604,10.410,10.400,0.332,3.359,0.495,3.360,0.490,0.027,0.006,0.001,2.48,-1.25,159.85,0.18,0.01,-0.242,0.132,-0.005,1453,1465,1479,1535,10.00,10.06,69.83,69.87
1787304378.604,16.698,True,1,0.061,0.263,0.089,0.618,10.425,10.414,0.332,3.359,0.496,3.360,0.490,0.028,0.006,0.000,2.49,-1.26,159.85,0.17,0.01,-0.243,0.133,-0.005,1453,1465,1479,1536,10.00,10.06,-0.61,-0.56
1787304378.613,16.707,True,1,0.061,0.266,0.089,0.633,10.439,10.428,0.333,3.359,0.496,3.360,0.490,0.028,0.006,0.000,2.49,-1.26,159.85,0.17,0.01,-0.243,0.133,-0.005,1453,1465,1479,1536,10.00,10.06,9.39,9.44
1787304378.623,16.717,True,1,0.061,0.269,0.089,0.647,10.453,10.442,0.333,3.359,0.496,3.360,0.490,0.028,0.006,0.000,2.49,-1.26,159.85,0.17,0.01,-0.243,0.133,-0.005,1453,1465,1479,1537,9.99,10.06,19.39,19.44
1787304378.633,16.727,True,1,0.061,0.272,0.089,0.661,10.467,10.456,0.334,3.359,0.496,3.360,0.490,0.028,0.006,0.000,2.49,-1.26,159.85,0.17,0.01,-0.242,0.133,-0.005,1453,1465,1479,1537,10.00,10.06,29.39,29.44
1787304378.643,16.737,True,1,0.061,0.275,0.089,0.675,10.482,10.470,0.334,3.359,0.496,3.359,0.491,0.028,0.006,0.000,2.49,-1.26,159.85,0.17,0.01,-0.242,0.133,-0.005,1453,1465,1479,1538,10.00,10.06,39.39,39.44
1787304378.653,16.747,True,1,0.061,0.278,0.089,0.689,10.496,10.485,0.335,3.359,0.496,3.359,0.491,0.028,0.006,0.000,2.49,-1.26,159.85,0.18,0.01,-0.242,0.133,-0.005,1453,1465,1479,1538,10.00,10.06,49.39,49.44
1787304378.663,16.757,True,1,0.061,0.281,0.089,0.703,10.510,10.499,0.335,3.359,0.496,3.359,0.491,0.028,0.006,0.000,2.49,-1.26,159.85,0.18,0.01,-0.242,0.133,-0.005,1453,1465,1479,1539,10.00,10.06,59.39,59.44
1787304378.674,16.768,True,1,0.064,0.284,0.086,0.716,10.523,10.512,0.336,3.358,0.497,3.359,0.491,0.029,0.004,0.000,2.49,-1.25,159.85,0.17,0.02,-0.243,0.134,-0.005,1453,1465,1479,1539,10.00,10.06,-0.42,-0.47
1787304378.683,16.777,True,1,0.064,0.287,0.085,0.732,10.538,10.527,0.336,3.358,0.497,3.359,0.491,0.030,0.004,0.000,2.49,-1.25,159.85,0.17,0.03,-0.242,0.134,-0.005,1453,1465,1479,1540,10.01,10.07,-0.07,-0.13
1787304378.693,16.787,True,1,0.064,0.290,0.085,0.746,10.553,10.541,0.336,3.358,0.497,3.359,0.492,0.030,0.004,0.000,2.49,-1.25,159.85,0.17,0.03,-0.242,0.134,-0.005,1453,1465,1479,1540,10.00,10.07,9.93,9.87
1787304378.703,16.797,True,1,0.064,0.293,0.085,0.760,10.567,10.556,0.337,3.358,0.497,3.359,0.492,0.030,0.004,0.000,2.49,-1.25,159.85,0.17,0.03,-0.242,0.134,-0.005,1453,1465,1479,1541,9.99,10.06,19.92,19.86
1787304378.713,16.807,True,1,0.064,0.296,0.085,0.775,10.581,10.570,0.337,3.358,0.497,3.359,0.492,0.030,0.004,0.000,2.49,-1.25,159.85,0.18,0.03,-0.242,0.134,-0.005,1453,1465,1479,1541,10.00,10.06,29.92,29.86
1787304378.723,16.817,True,1,0.064,0.299,0.085,0.789,10.596,10.584,0.338,3.358,0.497,3.359,0.492,0.030,0.004,0.000,2.49,-1.25,159.85,0.18,0.03,-0.242,0.134,-0.005,1453,1465,1479,1541,10.00,10.06,39.92,39.87
1787304378.733,16.827,True,1,0.064,0.302,0.085,0.803,10.610,10.599,0.338,3.358,0.497,3.359,0.492,0.030,0.004,0.000,2.49,-1.25,159.85,0.18,0.03,-0.242,0.134,-0.005,1453,1465,1479,1542,10.00,10.06,49.92,49.87
1787304378.743,16.837,True,1,0.064,0.305,0.085,0.818,10.624,10.613,0.339,3.358,0.497,3.359,0.492,0.030,0.004,0.000,2.49,-1.25,159.85,0.18,0.03,-0.242,0.135,-0.005,1453,1465,1479,1542,10.00,10.06,59.92,59.86
1787304378.754,16.848,True,1,0.066,0.308,0.080,0.836,10.643,10.632,0.339,3.358,0.498,3.359,0.493,0.031,0.004,0.001,2.49,-1.26,159.85,0.18,0.03,-0.242,0.135,-0.005,1453,1464,1479,1543,10.00,10.06,-0.47,-0.51
1787304378.763,16.857,True,1,0.066,0.311,0.080,0.851,10.658,10.646,0.340,3.358,0.498,3.359,0.493,0.031,0.004,0.001,2.49,-1.26,159.85,0.18,0.03,-0.242,0.135,-0.005,1453,1464,1479,1544,10.00,10.06,9.53,9.48
1787304378.773,16.867,True,1,0.066,0.314,0.080,0.865,10.672,10.661,0.340,3.358,0.498,3.359,0.493,0.031,0.004,0.001,2.49,-1.26,159.85,0.18,0.03,-0.242,0.136,-0.005,1453,1464,1479,1544,10.00,10.06,19.53,19.48
1787304378.783,16.877,True,1,0.066,0.317,0.080,0.880,10.687,10.675,0.341,3.358,0.498,3.359,0.493,0.031,0.004,0.001,2.49,-1.26,159.85,0.19,0.04,-0.241,0.136,-0.005,1453,1464,1479,1545,10.00,10.06,29.53,29.49
1787304378.793,16.887,True,1,0.066,0.320,0.080,0.894,10.701,10.690,0.341,3.358,0.498,3.359,0.493,0.031,0.004,0.001,2.49,-1.26,159.85,0.19,0.04,-0.241,0.136,-0.005,1453,1464,1479,1545,10.00,10.06,39.53,39.48
1787304378.803,16.897,True,1,0.066,0.323,0.080,0.909,10.716,10.704,0.342,3.358,0.498,3.359,0.493,0.031,0.004,0.001,2.49,-1.26,159.85,0.19,0.04,-0.241,0.136,-0.005,1453,1464,1479,1546,10.00,10.06,49.53,49.48
1787304378.813,16.907,True,1,0.066,0.326,0.080,0.924,10.730,10.719,0.342,3.358,0.498,3.359,0.494,0.031,0.004,0.001,2.49,-1.26,159.85,0.19,0.04,-0.241,0.136,-0.005,1453,1464,1479,1546,10.00,10.06,59.53,59.48
1787304378.824,16.918,True,1,0.068,0.329,0.077,0.941,10.747,10.736,0.343,3.357,0.499,3.359,0.494,0.032,0.003,0.000,2.49,-1.26,159.85,0.18,0.05,-0.242,0.137,-0.005,1453,1464,1479,1547,10.00,10.06,-0.54,-0.49
1787304378.833,16.927,True,1,0.068,0.332,0.077,0.955,10.762,10.751,0.343,3.357,0.499,3.359,0.494,0.032,0.003,0.000,2.49,-1.26,159.85,0.18,0.05,-0.241,0.137,-0.005,1453,1464,1479,1547,10.00,10.06,9.47,9.51
1787304378.843,16.938,True,1,0.069,0.335,0.076,0.971,10.778,10.766,0.344,3.357,0.499,3.359,0.494,0.032,0.003,0.000,2.49,-1.26,159.85,0.18,0.05,-0.242,0.137,-0.005,1453,1464,1479,1548,10.00,10.06,-0.11,-0.16
