t_wall,t_rel,armed,mode,alt,alt_sp,climb_rate,a_up,a_north,a_east,x,y,x_filt,y_filt,dxy,vx,vy,yaw_deg,dt_ms,sched_slip_ms,att_age_ms,pos_age_ms
1787304455.601,22.016,True,4,2.935,3.000,-0.116,0.087,0.124,-0.256,2.992,0.518,2.992,0.492,0.248,0.061,0.062,160.30,100.00,100.07,-0.27,-0.32
1787304455.701,22.116,True,4,2.939,3.000,-0.103,0.036,0.062,-0.207,3.003,0.523,2.995,0.502,0.242,0.094,0.026,159.33,100.00,100.07,-0.19,-0.24
1787304455.800,22.216,True,4,2.945,3.000,-0.110,0.036,-0.013,-0.193,3.017,0.525,3.003,0.510,0.233,0.134,0.012,158.42,100.00,100.06,-0.19,-0.24
1787304455.900,22.316,True,4,2.950,3.000,-0.102,-0.003,-0.126,-0.140,3.035,0.523,3.014,0.514,0.218,0.191,-0.022,157.90,100.00,100.06,-0.18,-0.23
1787304456.000,22.416,True,4,2.957,3.000,-0.104,-0.020,-0.231,-0.096,3.059,0.519,3.029,0.516,0.199,0.241,-0.049,157.91,100.00,100.06,-0.19,-0.24
1787304456.101,22.516,True,4,2.964,3.000,-0.086,-0.098,-0.353,-0.087,3.089,0.514,3.049,0.515,0.176,0.297,-0.056,158.37,100.00,100.07,-0.19,-0.24
1787304456.201,22.616,True,4,2.971,3.000,-0.087,-0.117,-0.441,-0.025,3.122,0.507,3.073,0.513,0.153,0.331,-0.090,159.14,100.00,100.07,-0.21,-0.25
1787304456.300,22.716,True,4,2.976,3.000,-0.105,-0.086,-0.537,-0.028,3.161,0.501,3.102,0.509,0.134,0.366,-0.087,159.98,99.99,100.06,-0.17,-0.22
1787304456.401,22.816,True,4,2.978,3.000,-0.117,-0.051,-0.610,0.015,3.201,0.494,3.135,0.504,0.123,0.385,-0.109,160.48,100.00,100.07,-0.19,-0.24
1787304456.500,22.916,True,4,2.980,3.000,-0.114,-0.068,-0.633,0.060,3.243,0.484,3.171,0.497,0.124,0.374,-0.131,160.56,100.00,100.07,-0.18,-0.23
1787304456.601,23.016,True,4,2.983,3.000,-0.099,-0.122,-0.583,0.038,3.281,0.473,3.208,0.489,0.136,0.322,-0.115,160.68,100.00,100.06,-0.27,-0.31
1787304456.701,23.116,True,4,2.987,3.000,-0.118,-0.080,-0.553,0.103,3.314,0.460,3.243,0.479,0.151,0.281,-0.146,160.91,100.00,100.07,-0.19,-0.24
1787304456.800,23.216,True,4,2.989,3.000,-0.110,-0.111,-0.458,0.119,3.341,0.446,3.276,0.468,0.168,0.205,-0.148,161.08,100.00,100.06,-0.18,-0.23
1787304456.900,23.316,True,4,2.986,3.000,-0.151,0.022,-0.369,0.138,3.362,0.433,3.305,0.456,0.181,0.136,-0.152,160.94,100.00,100.06,-0.16,-0.21
1787304457.000,23.416,True,4,2.983,3.000,-0.166,0.085,-0.270,0.143,3.376,0.420,3.328,0.444,0.191,0.064,-0.147,160.44,100.00,100.07,-0.19,-0.24
1787304457.100,23.516,True,4,2.977,3.000,-0.171,0.125,-0.182,0.149,3.383,0.408,3.347,0.432,0.195,0.000,-0.143,159.78,100.00,100.06,-0.16,-0.21
1787304457.201,23.616,True,4,2.971,3.000,-0.195,0.225,-0.093,0.112,3.385,0.398,3.359,0.421,0.195,-0.059,-0.115,159.16,100.00,100.07,-0.21,-0.26
1787304457.300,23.716,True,4,2.965,3.000,-0.188,0.228,-0.063,0.066,3.383,0.390,3.367,0.411,0.192,-0.083,-0.083,158.63,100.00,100.06,-0.17,-0.22
1787304457.400,23.816,True,4,2.961,3.000,-0.147,0.126,-0.040,0.002,3.378,0.385,3.371,0.402,0.187,-0.100,-0.043,158.30,100.00,100.06,-0.16,-0.21
1787304457.501,23.916,True,4,2.959,3.000,-0.133,0.099,-0.073,-0.017,3.373,0.380,3.372,0.395,0.182,-0.084,-0.028,158.28,100.00,100.07,-0.19,-0.24
1787304457.601,24.016,True,4,2.955,3.000,-0.126,0.097,-0.099,0.012,3.370,0.377,3.371,0.389,0.179,-0.072,-0.040,158.49,100.00,100.06,-0.25,-0.30
1787304457.701,24.116,True,4,2.949,3.000,-0.104,0.057,-0.144,0.046,3.369,0.372,3.370,0.383,0.177,-0.048,-0.055,158.67,100.00,100.06,-0.20,-0.25
1787304457.800,24.216,True,4,2.947,3.000,-0.077,-0.009,-0.174,0.091,3.369,0.366,3.370,0.378,0.178,-0.033,-0.077,158.97,100.00,100.06,-0.17,-0.22
1787304457.900,24.316,True,4,2.945,3.000,-0.060,-0.043,-0.231,0.115,3.371,0.359,3.370,0.371,0.180,-0.004,-0.086,159.44,100.00,100.06,-0.16,-0.21
1787304458.000,24.416,True,4,2.944,3.000,-0.009,-0.190,-0.227,0.139,3.373,0.349,3.371,0.364,0.183,-0.008,-0.094,159.96,100.00,100.07,-0.19,-0.23
1787304458.100,24.516,True,4,2.943,3.000,-0.005,-0.191,-0.220,0.185,3.374,0.339,3.372,0.356,0.186,-0.015,-0.114,160.47,100.00,100.06,-0.17,-0.22
1787304458.201,24.616,True,4,2.943,3.000,-0.003,-0.193,-0.194,0.205,3.373,0.327,3.373,0.346,0.187,-0.032,-0.118,161.04,100.00,100.06,-0.20,-0.25
1787304458.300,24.716,True,4,2.943,3.000,-0.001,-0.192,-0.119,0.197,3.369,0.318,3.371,0.337,0.185,-0.075,-0.107,161.37,100.00,100.07,-0.16,-0.21
1787304458.400,24.816,True,4,2.943,3.000,0.016,-0.239,-0.056,0.172,3.359,0.310,3.367,0.328,0.179,-0.109,-0.087,161.44,100.00,100.06,-0.16,-0.21
1787304458.500,24.916,True,4,2.942,3.000,-0.002,-0.171,0.005,0.152,3.345,0.304,3.360,0.320,0.167,-0.140,-0.070,161.53,100.00,100.06,-0.16,-0.21
1787304458.601,25.016,True,4,2.939,3.000,-0.051,-0.005,0.058,0.183,3.327,0.298,3.349,0.312,0.154,-0.164,-0.082,161.78,100.01,100.07,-0.34,-0.39
1787304458.701,25.116,True,4,2.932,3.000,-0.081,0.115,0.098,0.168,3.308,0.293,3.335,0.306,0.140,-0.178,-0.068,162.36,99.99,100.06,-0.21,-0.26
1787304458.801,25.216,True,4,2.925,3.000,-0.086,0.169,0.138,0.216,3.289,0.288,3.320,0.300,0.128,-0.192,-0.090,163.11,100.00,100.07,-0.23,-0.28
1787304458.900,25.316,True,4,2.919,3.000,-0.084,0.195,0.149,0.258,3.271,0.279,3.303,0.293,0.121,-0.188,-0.108,163.98,100.00,100.07,-0.17,-0.22
1787304459.001,25.416,True,4,2.917,3.000,-0.061,0.141,0.147,0.289,3.253,0.267,3.287,0.284,0.121,-0.177,-0.119,164.57,100.00,100.07,-0.19,-0.24
1787304459.100,25.516,True,4,2.912,3.000,-0.032,0.081,0.131,0.277,3.238,0.254,3.271,0.274,0.126,-0.159,-0.104,164.86,100.00,100.06,-0.17,-0.21
1787304459.201,25.616,True,4,2.907,3.000,-0.008,0.038,0.120,0.292,3.226,0.241,3.256,0.263,0.134,-0.143,-0.104,164.76,100.00,100.06,-0.22,-0.27
1787304459.300,25.716,True,4,2.904,3.000,0.004,0.027,0.132,0.278,3.217,0.231,3.243,0.253,0.142,-0.141,-0.088,164.35,100.00,100.06,-0.17,-0.22
1787304459.401,25.816,True,4,2.901,3.000,0.021,-0.004,0.136,0.200,3.207,0.224,3.231,0.243,0.148,-0.137,-0.036,163.84,100.00,100.06,-0.18,-0.23
1787304459.500,25.916,True,4,2.901,3.000,0.052,-0.087,0.164,0.132,3.197,0.222,3.220,0.236,0.149,-0.145,0.007,163.30,100.00,100.06,-0.17,-0.21
1787304459.601,26.016,True,4,2.907,3.000,0.061,-0.128,0.199,0.061,3.187,0.223,3.209,0.232,0.148,-0.157,0.051,162.86,100.00,100.07,-0.27,-0.32
