t_wall,t_rel,armed,mode,alt,alt_sp,climb_rate,a_up,a_total,a_cmd,thrust,x,y,x_filt,y_filt,dxy,vx,vy,roll_deg,pitch_deg,yaw_deg,roll_ref_deg,pitch_ref_deg,roll_rate,pitch_rate,yaw_rate,pwm_roll,pwm_pitch,pwm_yaw,pwm_thr,dt_ms,sched_slip_ms,att_age_ms,pos_age_ms
1787304085.805,16.539,True,1,-0.240,-0.201,-0.313,1.097,10.903,10.898,0.348,2.320,0.077,2.318,0.097,0.027,0.002,-0.006,-1.25,1.36,152.31,-0.08,-0.07,0.123,-0.150,-0.003,1533,1536,1479,1552,10.00,10.06,39.53,39.48
1787304085.815,16.549,True,1,-0.240,-0.198,-0.313,1.109,10.916,10.910,0.348,2.320,0.077,2.318,0.096,0.027,0.002,-0.006,-1.25,1.36,152.31,-0.08,-0.08,0.122,-0.150,-0.003,1533,1536,1479,1553,10.00,10.06,49.53,49.48
1787304085.825,16.559,True,1,-0.240,-0.195,-0.313,1.121,10.928,10.922,0.349,2.320,0.077,2.318,0.095,0.027,0.002,-0.006,-1.25,1.36,152.31,-0.08,-0.08,0.122,-0.151,-0.003,1533,1536,1479,1553,10.00,10.06,59.53,59.48
1787304085.836,16.570,True,1,-0.247,-0.192,-0.316,1.175,10.981,10.976,0.350,2.320,0.077,2.318,0.095,0.028,0.002,-0.006,-1.25,1.36,152.31,-0.09,-0.08,0.121,-0.150,-0.003,1533,1536,1479,1555,10.00,10.06,-0.47,-0.42
1787304085.845,16.579,True,1,-0.249,-0.189,-0.317,1.198,11.004,10.999,0.351,2.320,0.076,2.318,0.094,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.09,-0.08,0.121,-0.150,-0.003,1533,1536,1479,1556,10.00,10.06,-0.11,-0.16
1787304085.855,16.589,True,1,-0.249,-0.186,-0.317,1.210,11.017,11.011,0.351,2.320,0.076,2.318,0.094,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.10,-0.08,0.120,-0.150,-0.003,1533,1536,1479,1556,10.00,10.06,9.89,9.84
1787304085.865,16.599,True,1,-0.249,-0.183,-0.317,1.223,11.030,11.024,0.352,2.320,0.076,2.318,0.093,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.10,-0.08,0.120,-0.150,-0.003,1533,1536,1479,1556,10.00,10.06,19.89,19.84
1787304085.875,16.609,True,1,-0.249,-0.180,-0.317,1.236,11.042,11.037,0.352,2.320,0.076,2.318,0.092,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.10,-0.08,0.120,-0.151,-0.003,1533,1536,1479,1557,10.00,10.06,29.89,29.84
1787304085.885,16.619,True,1,-0.249,-0.177,-0.317,1.248,11.055,11.049,0.353,2.320,0.076,2.318,0.092,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.10,-0.09,0.119,-0.151,-0.003,1533,1536,1479,1557,10.00,10.06,39.89,39.84
1787304085.895,16.629,True,1,-0.249,-0.174,-0.317,1.261,11.068,11.062,0.353,2.320,0.076,2.318,0.091,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.11,-0.09,0.119,-0.151,-0.003,1533,1536,1479,1558,10.00,10.06,49.89,49.84
1787304085.905,16.639,True,1,-0.249,-0.171,-0.317,1.274,11.081,11.075,0.353,2.320,0.076,2.318,0.091,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.11,-0.09,0.119,-0.151,-0.003,1533,1536,1479,1558,10.00,10.06,59.89,59.84
1787304085.915,16.649,True,1,-0.249,-0.168,-0.317,1.287,11.093,11.088,0.354,2.320,0.076,2.318,0.090,0.028,0.002,-0.006,-1.25,1.35,152.31,-0.11,-0.09,0.119,-0.151,-0.003,1533,1536,1479,1559,10.00,10.06,69.89,69.84
1787304085.926,16.660,True,1,-0.258,-0.165,-0.319,1.340,11.147,11.141,0.356,2.319,0.075,2.318,0.090,0.030,0.001,-0.006,-1.24,1.35,152.31,-0.12,-0.08,0.118,-0.150,-0.003,1533,1536,1479,1560,10.00,10.06,-0.57,-0.51
1787304085.935,16.669,True,1,-0.258,-0.162,-0.319,1.353,11.160,11.154,0.356,2.319,0.075,2.318,0.089,0.030,0.001,-0.006,-1.24,1.35,152.31,-0.12,-0.08,0.117,-0.150,-0.003,1533,1536,1479,1561,10.00,10.06,9.42,9.49
1787304085.945,16.679,True,1,-0.258,-0.159,-0.319,1.366,11.173,11.167,0.356,2.319,0.075,2.318,0.089,0.030,0.001,-0.006,-1.24,1.35,152.31,-0.12,-0.09,0.117,-0.150,-0.003,1532,1536,1479,1561,10.00,10.06,19.43,19.49
1787304085.955,16.689,True,1,-0.262,-0.156,-0.320,1.398,11.204,11.199,0.357,2.319,0.074,2.318,0.088,0.030,0.000,-0.006,-1.25,1.36,152.31,-0.13,-0.09,0.117,-0.151,-0.003,1532,1536,1479,1562,10.00,10.06,-0.12,-0.17
1787304085.965,16.699,True,1,-0.262,-0.153,-0.320,1.411,11.217,11.212,0.358,2.319,0.074,2.319,0.088,0.030,0.000,-0.006,-1.25,1.36,152.31,-0.13,-0.09,0.117,-0.151,-0.003,1532,1536,1479,1563,10.00,10.06,9.88,9.83
1787304085.975,16.709,True,1,-0.262,-0.150,-0.320,1.424,11.231,11.225,0.358,2.319,0.074,2.319,0.087,0.030,0.000,-0.006,-1.25,1.36,152.31,-0.13,-0.09,0.117,-0.151,-0.003,1532,1536,1479,1563,10.00,10.06,19.88,19.83
1787304085.985,16.719,True,1,-0.262,-0.147,-0.320,1.437,11.244,11.238,0.359,2.319,0.074,2.319,0.087,0.030,0.000,-0.006,-1.25,1.36,152.31,-0.14,-0.09,0.116,-0.151,-0.003,1532,1536,1479,1564,10.00,10.06,29.88,29.83
1787304085.995,16.729,True,1,-0.262,-0.144,-0.320,1.450,11.257,11.251,0.359,2.319,0.074,2.319,0.087,0.030,0.000,-0.006,-1.25,1.36,152.31,-0.14,-0.09,0.116,-0.151,-0.003,1532,1536,1479,1564,10.00,10.06,39.88,39.83
1787304086.005,16.739,True,1,-0.262,-0.141,-0.320,1.463,11.270,11.264,0.360,2.319,0.074,2.319,0.086,0.030,0.000,-0.006,-1.25,1.36,152.31,-0.14,-0.09,0.116,-0.152,-0.003,1532,1536,1479,1565,10.00,10.06,49.88,49.83
1787304086.016,16.750,True,1,-0.266,-0.138,-0.319,1.489,11.295,11.290,0.360,2.319,0.073,2.319,0.086,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.14,-0.10,0.116,-0.152,-0.003,1532,1536,1479,1565,10.00,10.06,-0.45,-0.41
1787304086.025,16.759,True,1,-0.266,-0.135,-0.319,1.502,11.309,11.303,0.361,2.319,0.073,2.319,0.085,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.14,-0.10,0.115,-0.152,-0.003,1532,1536,1479,1566,10.00,10.06,9.54,9.59
1787304086.035,16.769,True,1,-0.266,-0.132,-0.319,1.515,11.322,11.316,0.361,2.319,0.073,2.319,0.085,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.15,-0.10,0.115,-0.153,-0.003,1532,1536,1479,1566,10.00,10.06,19.55,19.59
1787304086.045,16.779,True,1,-0.266,-0.129,-0.319,1.529,11.335,11.330,0.362,2.319,0.073,2.319,0.084,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.15,-0.10,0.115,-0.153,-0.003,1532,1536,1479,1567,10.00,10.06,29.55,29.59
1787304086.055,16.789,True,1,-0.266,-0.126,-0.319,1.542,11.349,11.343,0.362,2.319,0.073,2.319,0.084,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.15,-0.10,0.115,-0.153,-0.003,1532,1536,1479,1567,10.00,10.06,39.55,39.60
1787304086.065,16.799,True,1,-0.266,-0.123,-0.319,1.556,11.362,11.357,0.362,2.319,0.073,2.319,0.084,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.15,-0.10,0.115,-0.153,-0.003,1532,1536,1479,1568,10.00,10.06,49.55,49.60
1787304086.075,16.809,True,1,-0.266,-0.120,-0.319,1.569,11.376,11.370,0.363,2.319,0.073,2.319,0.083,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.15,-0.11,0.114,-0.153,-0.003,1532,1536,1479,1568,10.00,10.06,59.55,59.60
1787304086.085,16.819,True,1,-0.266,-0.117,-0.319,1.583,11.389,11.383,0.363,2.319,0.073,2.319,0.083,0.031,0.001,-0.006,-1.25,1.36,152.30,-0.16,-0.11,0.114,-0.153,-0.003,1532,1536,1479,1568,10.00,10.06,69.55,69.60
1787304086.096,16.830,True,1,-0.275,-0.114,-0.318,1.630,11.437,11.431,0.365,2.319,0.071,2.319,0.083,0.033,0.001,-0.006,-1.25,1.36,152.31,-0.16,-0.11,0.114,-0.153,-0.003,1532,1536,1479,1570,10.00,10.06,-0.51,-0.58
1787304086.105,16.839,True,1,-0.275,-0.111,-0.318,1.644,11.451,11.445,0.365,2.319,0.071,2.319,0.082,0.033,0.001,-0.006,-1.25,1.36,152.31,-0.16,-0.11,0.114,-0.153,-0.003,1532,1536,1479,1570,10.00,10.06,9.49,9.42
1787304086.115,16.849,True,1,-0.275,-0.108,-0.318,1.658,11.464,11.459,0.366,2.319,0.071,2.319,0.082,0.033,0.001,-0.006,-1.25,1.36,152.31,-0.16,-0.11,0.114,-0.153,-0.003,1532,1536,1479,1571,10.00,10.06,19.49,19.42
1787304086.125,16.859,True,1,-0.275,-0.105,-0.318,1.671,11.478,11.472,0.366,2.319,0.071,2.319,0.082,0.033,0.001,-0.006,-1.25,1.36,152.31,-0.16,-0.11,0.113,-0.153,-0.003,1532,1536,1479,1571,10.00,10.06,29.49,29.42
1787304086.135,16.869,True,1,-0.275,-0.102,-0.318,1.685,11.492,11.486,0.367,2.319,0.071,2.319,0.081,0.033,0.001,-0.006,-1.25,1.36,152.31,-0.17,-0.11,0.113,-0.153,-0.003,1532,1536,1479,1572,10.00,10.06,39.49,39.42
1787304086.146,16.880,True,1,-0.281,-0.099,-0.318,1.724,11.531,11.525,0.368,2.319,0.071,2.319,0.081,0.034,0.000,-0.006,-1.25,1.36,152.31,-0.17,-0.11,0.113,-0.153,-0.003,1532,1536,1479,1573,10.00,10.06,-0.37,-0.42
1787304086.155,16.889,True,1,-0.281,-0.096,-0.318,1.738,11.545,11.539,0.368,2.319,0.071,2.319,0.081,0.034,0.000,-0.006,-1.25,1.36,152.31,-0.17,-0.11,0.113,-0.153,-0.003,1532,1536,1479,1574,10.00,10.06,9.63,9.58
1787304086.165,16.899,True,1,-0.283,-0.093,-0.317,1.757,11.564,11.558,0.369,2.319,0.070,2.319,0.080,0.034,0.000,-0.006,-1.25,1.36,152.31,-0.17,-0.11,0.112,-0.153,-0.003,1532,1536,1479,1574,10.00,10.06,-0.07,-0.12
1787304086.175,16.909,True,1,-0.283,-0.090,-0.317,1.771,11.578,11.572,0.369,2.319,0.070,2.319,0.080,0.034,0.000,-0.006,-1.25,1.36,152.31,-0.17,-0.11,0.112,-0.153,-0.003,1532,1536,1479,1575,10.00,10.06,9.94,9.88
1787304086.185,16.919,True,1,-0.283,-0.087,-0.317,1.785,11.592,11.586,0.370,2.319,0.070,2.319,0.080,0.034,0.000,-0.006,-1.25,1.36,152.31,-0.18,-0.11,0.112,-0.154,-0.003,1532,1536,1479,1575,10.01,10.07,19.94,19.89
1787304086.195,16.929,True,1,-0.283,-0.084,-0.317,1.799,11.606,11.600,0.370,2.319,0.070,2.319,0.079,0.034,0.000,-0.006,-1.25,1.36,152.31,-0.18,-0.11,0.112,-0.154,-0.003,1532,1536,1479,1576,10.00,10.07,29.94,29.89
1787304086.206,16.940,True,1,-0.290,-0.081,-0.318,1.843,11.650,11.644,0.372,2.318,0.070,2.319,0.079,0.035,-0.001,-0.006,-1.24,1.36,152.31,-0.18,-0.11,0.111,-0.153,-0.003,1532,1536,1479,1577,9.99,10.06,-0.30,-0.34
1787304086.215,16.949,True,1,-0.290,-0.078,-0.318,1.857,11.664,11.658,0.372,2.318,0.070,2.319,0.079,0.035,-0.001,-0.006,-1.24,1.36,152.31,-0.18,-0.11,0.111,-0.153,-0.003,1532,1536,1479,1577,10.00,10.06,9.71,9.66
1787304086.225,16.959,True,1,-0.290,-0.075,-0.318,1.871,11.678,11.672,0.373,2.318,0.070,2.319,0.078,0.035,-0.001,-0.006,-1.24,1.36,152.31,-0.18,-0.11,0.111,-0.153,-0.003,1532,1536,1479,1578,10.00,10.06,19.71,19.66
1787304086.235,16.969,True,1,-0.290,-0.072,-0.318,1.885,11.692,11.686,0.373,2.318,0.070,2.319,0.078,0.035,-0.001,-0.006,-1.24,1.36,152.31,-0.19,-0.11,0.111,-0.153,-0.003,1532,1536,1479,1578,10.00,10.06,29.71,29.66
1787304086.246,16.979,True,1,-0.293,-0.069,-0.317,1.906,11.713,11.707,0.374,2.318,0.069,2.319,0.078,0.035,-0.001,-0.006,-1.24,1.36,152.30,-0.19,-0.11,0.111,-0.153,-0.003,1532,1536,1479,1579,10.00,10.06,-0.26,-0.31
1787304086.255,16.989,True,1,-0.293,-0.066,-0.317,1.921,11.727,11.721,0.374,2.318,0.069,2.319,0.077,0.035,-0.001,-0.006,-1.24,1.36,152.30,-0.19,-0.11,0.110,-0.153,-0.003,1532,1536,1479,1579,10.00,10.06,9.74,9.69
1787304086.265,16.999,True,1,-0.293,-0.063,-0.317,1.935,11.742,11.736,0.375,2.318,0.069,2.319,0.077,0.035,-0.001,-0.006,-1.24,1.36,152.30,-0.19,-0.11,0.110,-0.153,-0.003,1532,1536,1479,1580,10.00,10.06,19.74,19.69
1787304086.275,17.009,True,1,-0.293,-0.060,-0.317,1.949,11.756,11.750,0.375,2.318,0.069,2.319,0.077,0.035,-0.001,-0.006,-1.24,1.36,152.30,-0.19,-0.11,0.110,-0.153,-0.003,1532,1536,1479,1580,10.00,10.06,29.74,29.69
1787304086.285,17.019,True,1,-0.293,-0.057,-0.317,1.964,11.770,11.764,0.375,2.318,0.069,2.319,0.077,0.035,-0.001,-0.006,-1.24,1.36,152.30,-0.19,-0.11,0.110,-0.153,-0.003,1532,1536,1479,1581,10.00,10.06,39.74,39.69
1787304086.295,17.029,True,1,-0.293,-0.054,-0.317,1.978,11.785,11.779,0.376,2.318,0.069,2.319,0.076,0.035,-0.001,-0.006,-1.24,1.36,152.30,-0.19,-0.11,0.110,-0.153,-0.003,1532,1536,1479,1581,10.00,10.06,49.74,49.69
1787304086.306,17.040,True,1,-0.297,-0.051,-0.314,2.000,11.807,11.801,0.377,2.318,0.068,2.319,0.076,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.110,-0.155,-0.003,1532,1537,1479,1582,10.00,10.06,-0.37,-0.42
1787304086.315,17.049,True,1,-0.297,-0.048,-0.314,2.015,11.822,11.816,0.377,2.318,0.068,2.319,0.076,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.110,-0.155,-0.003,1532,1537,1479,1583,10.01,10.07,9.64,9.59
1787304086.325,17.059,True,1,-0.298,-0.045,-0.313,2.033,11.839,11.833,0.378,2.318,0.068,2.319,0.076,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.110,-0.155,-0.003,1532,1537,1479,1583,10.00,10.06,-0.18,-0.13
1787304086.335,17.069,True,1,-0.298,-0.042,-0.313,2.047,11.854,11.848,0.378,2.318,0.068,2.319,0.075,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.110,-0.155,-0.003,1532,1537,1479,1584,10.00,10.06,9.81,9.86
1787304086.345,17.079,True,1,-0.298,-0.039,-0.313,2.062,11.869,11.863,0.379,2.318,0.068,2.319,0.075,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.109,-0.155,-0.003,1532,1537,1479,1584,10.00,10.06,19.82,19.87
1787304086.355,17.089,True,1,-0.298,-0.036,-0.313,2.076,11.883,11.877,0.379,2.318,0.068,2.319,0.075,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.109,-0.155,-0.003,1532,1537,1479,1584,10.00,10.06,29.81,29.86
1787304086.365,17.099,True,1,-0.298,-0.033,-0.313,2.091,11.898,11.892,0.380,2.318,0.068,2.319,0.075,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.109,-0.155,-0.003,1532,1537,1479,1585,10.00,10.06,39.81,39.86
1787304086.375,17.109,True,1,-0.298,-0.030,-0.313,2.106,11.913,11.907,0.380,2.318,0.068,2.319,0.074,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.20,-0.11,0.109,-0.155,-0.003,1532,1537,1479,1585,10.01,10.07,49.82,49.87
1787304086.385,17.119,True,1,-0.298,-0.027,-0.313,2.120,11.927,11.921,0.380,2.318,0.068,2.318,0.074,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.21,-0.11,0.109,-0.155,-0.003,1532,1537,1479,1586,9.99,10.06,59.81,59.86
1787304086.395,17.129,True,1,-0.298,-0.024,-0.313,2.135,11.942,11.936,0.381,2.318,0.068,2.318,0.074,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.21,-0.11,0.109,-0.155,-0.003,1532,1537,1479,1586,10.00,10.06,69.82,69.87
1787304086.405,17.139,True,1,-0.298,-0.021,-0.313,2.150,11.957,11.951,0.381,2.318,0.068,2.318,0.074,0.036,-0.001,-0.006,-1.25,1.37,152.30,-0.21,-0.12,0.109,-0.155,-0.003,1532,1537,1479,1587,10.00,10.06,79.81,79.86
1787304086.416,17.150,True,1,-0.304,-0.018,-0.310,2.180,11.987,11.981,0.382,2.318,0.066,2.318,0.073,0.038,-0.001,-0.006,-1.24,1.36,152.30,-0.21,-0.12,0.108,-0.155,-0.003,1531,1537,1479,1588,10.00,10.06,-0.63,-0.58
1787304086.425,17.159,True,1,-0.304,-0.015,-0.310,2.195,12.001,11.996,0.383,2.318,0.066,2.318,0.073,0.038,-0.001,-0.006,-1.24,1.36,152.30,-0.21,-0.12,0.108,-0.155,-0.003,1531,1537,1479,1588,10.00,10.06,9.37,9.42
1787304086.435,17.169,True,1,-0.304,-0.012,-0.310,2.210,12.016,12.010,0.383,2.318,0.066,2.318,0.073,0.038,-0.001,-0.006,-1.24,1.36,152.30,-0.21,-0.12,0.108,-0.155,-0.003,1531,1537,1479,1589,10.00,10.06,19.37,19.42
1787304086.445,17.179,True,1,-0.304,-0.009,-0.310,2.225,12.031,12.025,0.384,2.318,0.066,2.318,0.073,0.038,-0.001,-0.006,-1.24,1.36,152.30,-0.21,-0.12,0.108,-0.155,-0.003,1531,1537,1479,1589,10.00,10.06,29.37,29.42
1787304086.455,17.189,True,1,-0.304,-0.006,-0.310,2.240,12.046,12.040,0.384,2.318,0.066,2.318,0.073,0.038,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.108,-0.155,-0.003,1531,1537,1479,1590,10.00,10.06,39.37,39.42
1787304086.465,17.199,True,1,-0.304,-0.003,-0.310,2.255,12.061,12.055,0.385,2.318,0.066,2.318,0.072,0.038,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.108,-0.155,-0.003,1531,1537,1479,1590,10.01,10.07,49.38,49.43
1787304086.476,17.210,True,1,-0.312,0.000,-0.307,2.292,12.099,12.093,0.386,2.317,0.065,2.318,0.072,0.039,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.107,-0.154,-0.003,1531,1537,1479,1591,10.00,10.07,-0.43,-0.48
1787304086.485,17.219,True,1,-0.312,0.003,-0.307,2.307,12.114,12.108,0.386,2.317,0.064,2.318,0.072,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.107,-0.154,-0.003,1531,1537,1479,1592,9.99,10.06,-0.06,-0.11
1787304086.495,17.229,True,1,-0.312,0.006,-0.307,2.322,12.129,12.123,0.387,2.317,0.064,2.318,0.072,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.107,-0.154,-0.003,1531,1537,1479,1592,10.00,10.06,9.95,9.90
1787304086.505,17.239,True,1,-0.312,0.009,-0.307,2.337,12.144,12.138,0.387,2.317,0.064,2.318,0.071,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.107,-0.154,-0.003,1531,1537,1479,1593,10.00,10.06,19.95,19.90
1787304086.515,17.249,True,1,-0.312,0.012,-0.307,2.353,12.160,12.154,0.388,2.317,0.064,2.318,0.071,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.22,-0.12,0.107,-0.154,-0.003,1531,1537,1479,1593,10.00,10.06,29.95,29.90
1787304086.525,17.259,True,1,-0.312,0.015,-0.307,2.368,12.175,12.169,0.388,2.317,0.064,2.318,0.071,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.23,-0.12,0.107,-0.155,-0.003,1531,1537,1479,1594,10.00,10.06,39.95,39.90
1787304086.535,17.269,True,1,-0.312,0.018,-0.307,2.383,12.190,12.184,0.389,2.317,0.064,2.318,0.071,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.23,-0.12,0.107,-0.155,-0.003,1531,1537,1479,1594,10.00,10.06,49.95,49.90
1787304086.545,17.279,True,1,-0.312,0.021,-0.307,2.399,12.205,12.199,0.389,2.317,0.064,2.318,0.070,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1595,10.00,10.06,59.95,59.89
1787304086.555,17.289,True,1,-0.312,0.024,-0.307,2.414,12.221,12.215,0.390,2.317,0.064,2.318,0.070,0.040,-0.001,-0.006,-1.24,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1595,10.00,10.06,69.95,69.89
1787304086.566,17.300,True,1,-0.318,0.027,-0.303,2.441,12.248,12.242,0.391,2.317,0.063,2.318,0.070,0.041,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.12,0.107,-0.155,-0.003,1531,1537,1479,1596,10.00,10.06,-0.46,-0.51
1787304086.575,17.309,True,1,-0.318,0.030,-0.303,2.457,12.264,12.258,0.391,2.317,0.063,2.318,0.070,0.041,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1597,10.00,10.07,9.54,9.50
1787304086.585,17.319,True,1,-0.318,0.033,-0.303,2.472,12.279,12.273,0.392,2.317,0.063,2.318,0.070,0.041,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1597,10.00,10.07,19.54,19.50
1787304086.595,17.329,True,1,-0.318,0.036,-0.303,2.488,12.295,12.289,0.392,2.317,0.063,2.318,0.069,0.041,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1598,9.99,10.06,29.54,29.49
1787304086.605,17.339,True,1,-0.318,0.039,-0.303,2.503,12.310,12.304,0.393,2.317,0.063,2.318,0.069,0.041,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1598,10.00,10.06,39.54,39.49
1787304086.615,17.349,True,1,-0.318,0.042,-0.303,2.519,12.326,12.320,0.393,2.317,0.063,2.318,0.069,0.041,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.12,0.106,-0.155,-0.003,1531,1537,1479,1599,10.00,10.06,49.54,49.49
1787304086.626,17.360,True,1,-0.323,0.045,-0.301,2.552,12.358,12.352,0.394,2.317,0.063,2.318,0.069,0.041,-0.000,-0.006,-1.25,1.36,152.30,-0.23,-0.13,0.106,-0.155,-0.003,1531,1537,1479,1600,10.00,10.06,-0.46,-0.42
1787304086.635,17.369,True,1,-0.323,0.048,-0.301,2.567,12.374,12.368,0.395,2.317,0.063,2.318,0.069,0.041,-0.000,-0.006,-1.25,1.36,152.30,-0.23,-0.13,0.106,-0.155,-0.003,1531,1537,1479,1600,10.00,10.06,9.53,9.58
1787304086.646,17.379,True,1,-0.325,0.051,-0.300,2.587,12.393,12.387,0.395,2.317,0.062,2.318,0.068,0.042,-0.001,-0.006,-1.25,1.36,152.30,-0.23,-0.13,0.106,-0.155,-0.003,1531,1537,1479,1601,10.00,10.06,-0.19,-0.24
1787304086.655,17.389,True,1,-0.325,0.054,-0.300,2.602,12.409,12.403,0.396,2.317,0.062,2.318,0.068,0.042,-0.001,-0.006,-1.25,1.36,152.30,-0.24,-0.13,0.106,-0.156,-0.003,1531,1537,1479,1601,10.00,10.06,9.81,9.76
