t_wall,t_rel,armed,mode,alt,alt_sp,climb_rate,a_up,a_total,a_cmd,thrust,x,y,x_filt,y_filt,dxy,vx,vy,roll_deg,pitch_deg,yaw_deg,roll_ref_deg,pitch_ref_deg,roll_rate,pitch_rate,yaw_rate,pwm_roll,pwm_pitch,pwm_yaw,pwm_thr,dt_ms,sched_slip_ms,att_age_ms,pos_age_ms
1787303438.543,16.704,True,1,-0.039,-0.039,-0.123,0.368,10.175,10.173,0.325,0.917,-0.430,0.918,-0.454,0.023,-0.005,-0.004,-0.57,0.77,13.86,0.02,-0.06,0.062,-0.087,-0.001,1526,1529,1479,1527,0.00,10.00,10.19,10.14
1787303438.553,16.714,True,1,-0.039,-0.036,-0.123,0.380,10.187,10.185,0.325,0.917,-0.430,0.918,-0.453,0.023,-0.005,-0.004,-0.57,0.77,13.86,0.02,-0.06,0.062,-0.086,-0.001,1526,1529,1479,1528,10.07,10.07,20.26,20.21
1787303438.563,16.724,True,1,-0.039,-0.033,-0.123,0.392,10.199,10.197,0.325,0.917,-0.430,0.918,-0.452,0.023,-0.005,-0.004,-0.57,0.77,13.86,0.01,-0.05,0.061,-0.086,-0.001,1526,1529,1479,1528,10.00,10.06,30.25,30.21
1787303438.573,16.735,True,1,-0.040,-0.030,-0.123,0.409,10.216,10.214,0.326,0.917,-0.430,0.918,-0.452,0.024,-0.004,-0.004,-0.57,0.77,13.86,0.01,-0.05,0.061,-0.086,-0.001,1526,1529,1479,1529,10.00,10.06,-0.20,-0.25
1787303438.583,16.744,True,1,-0.040,-0.027,-0.123,0.421,10.228,10.227,0.326,0.917,-0.430,0.918,-0.451,0.024,-0.004,-0.004,-0.57,0.77,13.86,0.01,-0.05,0.061,-0.086,-0.001,1526,1529,1479,1529,10.00,10.06,9.80,9.75
1787303438.593,16.754,True,1,-0.040,-0.024,-0.123,0.434,10.240,10.239,0.327,0.917,-0.430,0.918,-0.450,0.024,-0.004,-0.004,-0.57,0.77,13.86,0.00,-0.05,0.060,-0.086,-0.001,1526,1529,1479,1529,10.01,10.07,19.81,19.76
1787303438.603,16.764,True,1,-0.040,-0.021,-0.123,0.446,10.252,10.251,0.327,0.917,-0.430,0.918,-0.450,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.00,-0.05,0.060,-0.086,-0.001,1526,1529,1479,1530,9.99,10.06,29.80,29.75
1787303438.613,16.775,True,1,-0.041,-0.018,-0.124,0.465,10.271,10.270,0.328,0.917,-0.430,0.918,-0.449,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.00,-0.04,0.060,-0.085,-0.001,1526,1529,1479,1531,10.00,10.06,-0.36,-0.31
1787303438.623,16.784,True,1,-0.041,-0.015,-0.124,0.477,10.283,10.282,0.328,0.917,-0.430,0.918,-0.448,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.01,-0.04,0.059,-0.085,-0.001,1526,1529,1479,1531,10.00,10.06,9.64,9.69
1787303438.633,16.794,True,1,-0.041,-0.012,-0.124,0.489,10.296,10.294,0.329,0.917,-0.430,0.918,-0.448,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.01,-0.04,0.059,-0.085,-0.001,1526,1529,1479,1531,10.00,10.06,19.64,19.69
1787303438.643,16.804,True,1,-0.041,-0.009,-0.124,0.501,10.308,10.307,0.329,0.917,-0.430,0.918,-0.447,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.02,-0.04,0.058,-0.085,-0.001,1526,1529,1479,1532,10.01,10.07,29.64,29.69
1787303438.653,16.814,True,1,-0.041,-0.006,-0.124,0.514,10.320,10.319,0.329,0.917,-0.430,0.918,-0.446,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.02,-0.04,0.058,-0.085,-0.001,1526,1529,1479,1532,10.00,10.06,39.64,39.69
1787303438.663,16.824,True,1,-0.041,-0.003,-0.124,0.526,10.333,10.331,0.330,0.917,-0.430,0.918,-0.446,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.02,-0.04,0.058,-0.085,-0.001,1526,1529,1479,1533,10.00,10.07,49.64,49.69
1787303438.673,16.834,True,1,-0.041,0.000,-0.124,0.539,10.345,10.344,0.330,0.917,-0.430,0.918,-0.445,0.024,-0.004,-0.004,-0.57,0.77,13.86,-0.03,-0.04,0.057,-0.085,-0.001,1526,1529,1479,1533,9.99,10.06,59.64,59.69
1787303438.683,16.845,True,1,-0.044,0.003,-0.125,0.566,10.372,10.371,0.331,0.917,-0.428,0.918,-0.445,0.026,-0.004,-0.003,-0.57,0.78,13.86,-0.04,-0.03,0.056,-0.085,-0.001,1526,1529,1479,1534,10.00,10.06,-0.41,-0.46
1787303438.693,16.854,True,1,-0.044,0.006,-0.125,0.578,10.385,10.383,0.331,0.917,-0.428,0.917,-0.444,0.026,-0.004,-0.003,-0.57,0.78,13.86,-0.04,-0.03,0.056,-0.085,-0.001,1526,1529,1479,1535,10.00,10.06,9.59,9.54
1787303438.703,16.864,True,1,-0.045,0.009,-0.125,0.597,10.404,10.402,0.332,0.917,-0.428,0.917,-0.444,0.026,-0.004,-0.004,-0.57,0.77,13.86,-0.04,-0.03,0.055,-0.084,-0.001,1526,1529,1479,1535,10.00,10.06,-0.16,-0.11
1787303438.713,16.874,True,1,-0.045,0.012,-0.125,0.610,10.416,10.415,0.332,0.917,-0.428,0.917,-0.443,0.026,-0.004,-0.004,-0.57,0.77,13.86,-0.04,-0.03,0.055,-0.084,-0.001,1526,1529,1479,1536,10.01,10.07,9.85,9.90
1787303438.723,16.884,True,1,-0.045,0.015,-0.125,0.622,10.429,10.427,0.333,0.917,-0.428,0.917,-0.443,0.026,-0.004,-0.004,-0.57,0.77,13.86,-0.05,-0.03,0.055,-0.084,-0.001,1526,1529,1479,1536,9.99,10.06,19.84,19.89
1787303438.733,16.894,True,1,-0.045,0.018,-0.125,0.635,10.442,10.440,0.333,0.917,-0.428,0.917,-0.442,0.026,-0.004,-0.004,-0.57,0.77,13.86,-0.05,-0.03,0.054,-0.084,-0.001,1526,1529,1479,1536,10.00,10.06,29.84,29.89
1787303438.743,16.904,True,1,-0.045,0.021,-0.125,0.648,10.454,10.453,0.334,0.917,-0.428,0.917,-0.442,0.026,-0.004,-0.004,-0.57,0.77,13.86,-0.05,-0.03,0.054,-0.084,-0.001,1526,1529,1479,1537,10.00,10.07,39.84,39.89
1787303438.753,16.915,True,1,-0.047,0.024,-0.125,0.667,10.474,10.472,0.334,0.917,-0.427,0.917,-0.441,0.027,-0.003,-0.003,-0.57,0.78,13.86,-0.06,-0.02,0.053,-0.084,-0.001,1525,1529,1479,1538,10.00,10.06,-0.41,-0.36
1787303438.763,16.924,True,1,-0.047,0.027,-0.125,0.680,10.487,10.485,0.335,0.917,-0.427,0.917,-0.441,0.027,-0.003,-0.003,-0.57,0.78,13.86,-0.07,-0.02,0.053,-0.084,-0.001,1525,1529,1479,1538,10.00,10.06,9.58,9.63
1787303438.773,16.934,True,1,-0.046,0.030,-0.125,0.689,10.495,10.494,0.335,0.917,-0.426,0.917,-0.440,0.028,-0.003,-0.003,-0.57,0.78,13.86,-0.07,-0.02,0.053,-0.083,-0.001,1525,1529,1479,1538,10.00,10.06,19.59,-0.07
1787303438.783,16.944,True,1,-0.046,0.033,-0.125,0.700,10.506,10.505,0.335,0.917,-0.426,0.917,-0.440,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.07,-0.01,0.053,-0.082,-0.001,1525,1529,1479,1539,10.00,10.06,-0.05,-0.11
1787303438.793,16.954,True,1,-0.046,0.036,-0.125,0.713,10.519,10.518,0.336,0.917,-0.426,0.917,-0.439,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.07,-0.01,0.052,-0.082,-0.001,1525,1529,1479,1539,10.00,10.06,9.95,9.89
1787303438.803,16.964,True,1,-0.046,0.039,-0.125,0.725,10.532,10.531,0.336,0.917,-0.426,0.917,-0.439,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.07,-0.01,0.052,-0.082,-0.001,1525,1529,1479,1540,10.00,10.06,19.95,19.89
1787303438.813,16.974,True,1,-0.047,0.042,-0.125,0.742,10.548,10.547,0.337,0.917,-0.426,0.917,-0.438,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.07,-0.01,0.052,-0.082,-0.001,1525,1529,1479,1540,10.00,10.06,-0.17,-0.21
1787303438.823,16.984,True,1,-0.047,0.045,-0.125,0.755,10.561,10.560,0.337,0.917,-0.426,0.917,-0.438,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.08,-0.01,0.052,-0.082,-0.001,1525,1529,1479,1541,10.00,10.06,9.84,9.79
1787303438.833,16.994,True,1,-0.047,0.048,-0.125,0.768,10.574,10.573,0.337,0.917,-0.426,0.917,-0.438,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.08,-0.00,0.051,-0.082,-0.001,1525,1529,1479,1541,10.00,10.06,19.83,19.79
1787303438.843,17.004,True,1,-0.047,0.051,-0.125,0.781,10.587,10.586,0.338,0.917,-0.426,0.917,-0.437,0.028,-0.002,-0.003,-0.57,0.77,13.86,-0.08,-0.00,0.051,-0.081,-0.001,1525,1529,1479,1542,10.00,10.06,29.83,29.79
1787303438.853,17.015,True,1,-0.047,0.054,-0.125,0.794,10.600,10.599,0.338,0.917,-0.425,0.917,-0.437,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.08,0.01,0.051,-0.080,-0.001,1525,1528,1479,1542,10.00,10.06,-0.25,-0.30
1787303438.863,17.024,True,1,-0.047,0.057,-0.125,0.807,10.613,10.612,0.339,0.917,-0.425,0.917,-0.436,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.08,0.01,0.051,-0.080,-0.001,1525,1528,1479,1542,10.00,10.06,9.75,9.70
1787303438.873,17.034,True,1,-0.047,0.060,-0.125,0.820,10.626,10.625,0.339,0.917,-0.425,0.917,-0.436,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.09,0.01,0.051,-0.080,-0.001,1525,1528,1479,1543,10.00,10.06,19.75,19.70
1787303438.883,17.044,True,1,-0.047,0.063,-0.125,0.833,10.640,10.638,0.340,0.917,-0.425,0.917,-0.436,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.09,0.01,0.050,-0.080,-0.001,1525,1528,1479,1543,10.00,10.06,29.75,29.70
1787303438.893,17.054,True,1,-0.047,0.066,-0.125,0.846,10.653,10.651,0.340,0.917,-0.425,0.917,-0.435,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.09,0.01,0.050,-0.080,-0.001,1525,1528,1479,1544,10.00,10.06,39.75,39.70
1787303438.903,17.064,True,1,-0.047,0.069,-0.125,0.859,10.666,10.665,0.340,0.917,-0.425,0.917,-0.435,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.09,0.01,0.050,-0.080,-0.001,1525,1528,1479,1544,10.00,10.06,49.75,49.70
1787303438.913,17.074,True,1,-0.047,0.072,-0.125,0.872,10.679,10.678,0.341,0.917,-0.425,0.917,-0.435,0.029,-0.001,-0.003,-0.57,0.77,13.87,-0.10,0.01,0.050,-0.080,-0.001,1525,1528,1479,1545,10.00,10.06,59.75,59.70
1787303438.923,17.085,True,1,-0.048,0.075,-0.125,0.892,10.699,10.698,0.341,0.918,-0.424,0.917,-0.434,0.030,0.000,-0.003,-0.57,0.77,13.87,-0.10,0.02,0.049,-0.078,-0.001,1525,1528,1479,1545,10.00,10.06,-0.47,-0.42
1787303438.933,17.094,True,1,-0.048,0.078,-0.126,0.908,10.715,10.713,0.342,0.918,-0.423,0.917,-0.434,0.030,0.001,-0.004,-0.57,0.77,13.87,-0.10,0.03,0.049,-0.078,-0.001,1525,1528,1479,1546,10.00,10.06,-0.12,-0.17
1787303438.943,17.104,True,1,-0.048,0.081,-0.126,0.921,10.728,10.727,0.342,0.918,-0.423,0.917,-0.434,0.030,0.001,-0.004,-0.57,0.77,13.87,-0.10,0.03,0.049,-0.078,-0.001,1525,1528,1479,1546,10.00,10.06,9.88,9.83
1787303438.953,17.114,True,1,-0.048,0.084,-0.126,0.934,10.741,10.740,0.343,0.918,-0.423,0.917,-0.433,0.030,0.001,-0.004,-0.57,0.77,13.87,-0.10,0.03,0.049,-0.078,-0.001,1525,1528,1479,1547,10.00,10.06,19.88,19.83
1787303438.963,17.124,True,1,-0.048,0.087,-0.126,0.948,10.755,10.753,0.343,0.918,-0.423,0.917,-0.433,0.030,0.001,-0.004,-0.57,0.77,13.87,-0.10,0.03,0.049,-0.078,-0.001,1525,1528,1479,1547,10.00,10.06,29.88,29.83
1787303438.973,17.134,True,1,-0.048,0.090,-0.126,0.961,10.768,10.767,0.344,0.918,-0.423,0.917,-0.433,0.030,0.001,-0.004,-0.57,0.77,13.87,-0.10,0.03,0.049,-0.078,-0.001,1525,1528,1479,1548,10.00,10.06,39.88,39.83
1787303438.983,17.145,True,1,-0.048,0.093,-0.125,0.972,10.779,10.778,0.344,0.918,-0.422,0.917,-0.432,0.032,0.000,-0.003,-0.57,0.77,13.87,-0.11,0.03,0.048,-0.078,-0.001,1525,1528,1479,1548,10.00,10.06,-0.28,-0.33
1787303438.993,17.154,True,1,-0.048,0.096,-0.125,0.986,10.792,10.791,0.344,0.918,-0.422,0.917,-0.432,0.032,0.000,-0.003,-0.57,0.77,13.87,-0.12,0.03,0.048,-0.078,-0.001,1525,1528,1479,1549,10.00,10.06,9.72,9.67
1787303439.003,17.164,True,1,-0.048,0.099,-0.125,0.999,10.806,10.804,0.345,0.918,-0.422,0.917,-0.432,0.032,0.000,-0.003,-0.57,0.77,13.87,-0.12,0.03,0.047,-0.078,-0.001,1525,1528,1479,1549,10.00,10.06,19.72,19.67
1787303439.013,17.174,True,1,-0.048,0.102,-0.125,1.013,10.819,10.818,0.345,0.918,-0.422,0.917,-0.431,0.032,0.000,-0.003,-0.57,0.77,13.87,-0.12,0.03,0.047,-0.078,-0.001,1525,1528,1479,1550,10.00,10.06,29.72,29.67
1787303439.023,17.185,True,1,-0.049,0.105,-0.124,1.027,10.834,10.833,0.346,0.918,-0.421,0.917,-0.431,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.12,0.03,0.047,-0.078,-0.001,1525,1528,1479,1550,10.00,10.06,-0.26,-0.31
1787303439.033,17.194,True,1,-0.049,0.108,-0.124,1.041,10.847,10.846,0.346,0.918,-0.421,0.917,-0.431,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.13,0.03,0.047,-0.078,-0.001,1525,1528,1479,1550,10.00,10.06,9.74,9.69
1787303439.043,17.204,True,1,-0.049,0.111,-0.124,1.054,10.861,10.860,0.347,0.918,-0.421,0.917,-0.430,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.13,0.03,0.046,-0.078,-0.001,1525,1528,1479,1551,10.00,10.06,19.74,19.69
1787303439.053,17.214,True,1,-0.049,0.114,-0.124,1.068,10.875,10.873,0.347,0.918,-0.421,0.918,-0.430,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.13,0.03,0.046,-0.078,-0.001,1525,1528,1479,1551,10.00,10.06,29.74,29.69
1787303439.063,17.224,True,1,-0.049,0.117,-0.124,1.082,10.888,10.887,0.347,0.918,-0.421,0.918,-0.430,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.13,0.03,0.046,-0.078,-0.001,1525,1528,1479,1552,10.00,10.06,39.74,39.69
1787303439.073,17.234,True,1,-0.049,0.120,-0.124,1.095,10.902,10.901,0.348,0.918,-0.421,0.918,-0.429,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.13,0.03,0.046,-0.078,-0.001,1525,1528,1479,1552,10.00,10.06,49.74,49.69
1787303439.083,17.244,True,1,-0.049,0.123,-0.124,1.109,10.916,10.915,0.348,0.918,-0.421,0.918,-0.429,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.14,0.03,0.046,-0.078,-0.001,1525,1528,1479,1553,10.00,10.06,59.74,59.69
1787303439.093,17.254,True,1,-0.049,0.126,-0.124,1.123,10.930,10.928,0.349,0.918,-0.421,0.918,-0.429,0.033,0.000,-0.003,-0.57,0.78,13.87,-0.14,0.03,0.046,-0.078,-0.001,1525,1528,1479,1553,10.00,10.06,69.74,69.69
1787303439.104,17.265,True,1,-0.049,0.129,-0.123,1.133,10.939,10.938,0.349,0.918,-0.419,0.918,-0.429,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.14,0.04,0.045,-0.077,-0.002,1524,1528,1479,1554,10.00,10.06,-0.56,-0.60
1787303439.113,17.274,True,1,-0.049,0.132,-0.123,1.146,10.953,10.952,0.350,0.918,-0.419,0.918,-0.428,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.15,0.04,0.045,-0.077,-0.002,1524,1528,1479,1554,10.00,10.06,9.45,9.40
1787303439.123,17.284,True,1,-0.049,0.135,-0.123,1.160,10.967,10.966,0.350,0.918,-0.419,0.918,-0.428,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.15,0.04,0.044,-0.077,-0.002,1524,1528,1479,1555,9.99,10.06,19.44,19.39
1787303439.133,17.294,True,1,-0.049,0.138,-0.123,1.174,10.981,10.980,0.350,0.918,-0.419,0.918,-0.428,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.15,0.04,0.044,-0.077,-0.002,1524,1528,1479,1555,10.00,10.06,29.44,29.39
1787303439.143,17.304,True,1,-0.049,0.141,-0.123,1.188,10.995,10.993,0.351,0.918,-0.419,0.918,-0.427,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.15,0.04,0.044,-0.077,-0.002,1524,1528,1479,1555,10.00,10.06,39.45,39.40
1787303439.153,17.314,True,1,-0.049,0.144,-0.123,1.202,11.009,11.007,0.351,0.918,-0.419,0.918,-0.427,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.15,0.04,0.044,-0.077,-0.002,1524,1528,1479,1556,10.00,10.06,49.45,49.40
1787303439.163,17.324,True,1,-0.049,0.147,-0.123,1.216,11.023,11.021,0.352,0.918,-0.419,0.918,-0.427,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.15,0.04,0.044,-0.077,-0.002,1524,1528,1479,1556,10.00,10.06,59.44,59.40
1787303439.173,17.334,True,1,-0.049,0.150,-0.123,1.230,11.037,11.035,0.352,0.918,-0.419,0.918,-0.427,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.16,0.04,0.043,-0.077,-0.002,1524,1528,1479,1557,10.00,10.06,69.44,69.39
1787303439.183,17.344,True,1,-0.049,0.153,-0.123,1.244,11.051,11.049,0.353,0.918,-0.419,0.918,-0.426,0.035,0.001,-0.002,-0.57,0.78,13.87,-0.16,0.04,0.043,-0.077,-0.002,1524,1528,1479,1557,10.00,10.06,79.44,79.40
1787303439.194,17.355,True,1,-0.049,0.156,-0.120,1.250,11.056,11.055,0.353,0.918,-0.417,0.918,-0.426,0.037,0.002,-0.002,-0.57,0.78,13.87,-0.16,0.05,0.043,-0.076,-0.002,1524,1528,1479,1558,10.00,10.06,-0.56,-0.61
1787303439.203,17.364,True,1,-0.049,0.159,-0.120,1.264,11.071,11.069,0.353,0.918,-0.417,0.918,-0.426,0.037,0.002,-0.002,-0.57,0.78,13.87,-0.16,0.05,0.043,-0.076,-0.002,1524,1528,1479,1558,10.01,10.07,9.44,9.39
1787303439.213,17.374,True,1,-0.049,0.162,-0.120,1.278,11.085,11.083,0.354,0.918,-0.417,0.918,-0.425,0.037,0.002,-0.002,-0.57,0.78,13.87,-0.16,0.05,0.043,-0.076,-0.002,1524,1528,1479,1558,9.99,10.06,19.44,19.39
1787303439.223,17.384,True,1,-0.049,0.165,-0.120,1.292,11.099,11.098,0.354,0.918,-0.417,0.918,-0.425,0.037,0.002,-0.002,-0.57,0.78,13.87,-0.16,0.05,0.043,-0.076,-0.002,1524,1528,1479,1559,10.00,10.06,29.44,29.39
1787303439.233,17.395,True,1,-0.051,0.168,-0.118,1.309,11.116,11.115,0.355,0.918,-0.417,0.918,-0.425,0.037,0.002,-0.002,-0.57,0.79,13.87,-0.16,0.06,0.043,-0.077,-0.002,1524,1528,1479,1560,10.00,10.06,-0.26,-0.31
1787303439.243,17.404,True,1,-0.051,0.171,-0.118,1.324,11.130,11.129,0.355,0.918,-0.417,0.918,-0.425,0.037,0.002,-0.002,-0.57,0.79,13.87,-0.16,0.06,0.043,-0.077,-0.002,1524,1528,1479,1560,10.00,10.06,9.74,9.69
1787303439.253,17.414,True,1,-0.051,0.174,-0.118,1.338,11.145,11.143,0.356,0.918,-0.417,0.918,-0.424,0.037,0.002,-0.002,-0.57,0.79,13.87,-0.17,0.06,0.043,-0.077,-0.002,1524,1528,1479,1560,10.00,10.06,19.74,19.69
1787303439.263,17.424,True,1,-0.051,0.177,-0.118,1.352,11.159,11.158,0.356,0.918,-0.417,0.918,-0.424,0.037,0.002,-0.002,-0.57,0.79,13.87,-0.17,0.06,0.042,-0.077,-0.002,1524,1528,1479,1561,10.00,10.06,29.74,29.69
1787303439.273,17.435,True,1,-0.050,0.180,-0.117,1.361,11.168,11.167,0.356,0.918,-0.416,0.918,-0.424,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.17,0.06,0.042,-0.076,-0.002,1524,1528,1479,1561,10.00,10.06,-0.25,-0.30
1787303439.283,17.444,True,1,-0.050,0.183,-0.117,1.375,11.182,11.181,0.357,0.918,-0.416,0.918,-0.424,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.17,0.06,0.042,-0.076,-0.002,1524,1528,1479,1562,10.00,10.06,9.75,9.70
1787303439.293,17.454,True,1,-0.050,0.186,-0.117,1.390,11.196,11.195,0.357,0.918,-0.416,0.918,-0.423,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.17,0.06,0.042,-0.076,-0.002,1524,1528,1479,1562,10.00,10.06,19.75,19.70
1787303439.303,17.464,True,1,-0.050,0.189,-0.117,1.404,11.211,11.210,0.358,0.918,-0.416,0.918,-0.423,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.17,0.06,0.042,-0.076,-0.002,1524,1528,1479,1563,10.00,10.06,29.75,29.70
1787303439.313,17.474,True,1,-0.050,0.192,-0.117,1.419,11.225,11.224,0.358,0.918,-0.416,0.918,-0.423,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.18,0.06,0.041,-0.076,-0.002,1524,1528,1479,1563,10.00,10.06,39.75,39.70
1787303439.323,17.484,True,1,-0.050,0.195,-0.117,1.433,11.240,11.239,0.359,0.918,-0.416,0.918,-0.423,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.18,0.06,0.041,-0.076,-0.002,1524,1528,1479,1564,10.00,10.06,49.75,49.70
1787303439.333,17.494,True,1,-0.050,0.198,-0.117,1.448,11.254,11.253,0.359,0.918,-0.416,0.918,-0.422,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.18,0.06,0.041,-0.076,-0.002,1524,1528,1479,1564,10.00,10.06,59.75,59.70
1787303439.343,17.504,True,1,-0.050,0.201,-0.117,1.462,11.269,11.268,0.360,0.918,-0.416,0.918,-0.422,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.18,0.06,0.041,-0.076,-0.002,1524,1528,1479,1565,10.00,10.06,69.75,69.70
1787303439.353,17.514,True,1,-0.050,0.204,-0.117,1.477,11.283,11.282,0.360,0.918,-0.416,0.918,-0.422,0.038,0.002,-0.002,-0.57,0.79,13.87,-0.18,0.06,0.041,-0.076,-0.002,1524,1528,1479,1565,10.00,10.06,79.75,79.70
1787303439.364,17.525,True,1,-0.050,0.207,-0.114,1.481,11.288,11.287,0.360,0.918,-0.414,0.918,-0.422,0.040,0.002,-0.002,-0.57,0.79,13.87,-0.19,0.06,0.041,-0.076,-0.002,1524,1528,1479,1565,10.00,10.06,-0.55,-0.60
1787303439.373,17.534,True,1,-0.050,0.210,-0.114,1.496,11.302,11.301,0.361,0.918,-0.414,0.918,-0.421,0.040,0.002,-0.002,-0.57,0.79,13.87,-0.19,0.06,0.040,-0.076,-0.002,1524,1528,1479,1566,10.00,10.06,9.45,9.40
1787303439.383,17.544,True,1,-0.050,0.213,-0.114,1.510,11.317,11.316,0.361,0.918,-0.414,0.918,-0.421,0.040,0.002,-0.002,-0.57,0.79,13.87,-0.19,0.06,0.040,-0.076,-0.002,1524,1528,1479,1566,10.00,10.06,19.45,19.40
1787303439.393,17.554,True,1,-0.050,0.216,-0.114,1.525,11.332,11.331,0.362,0.918,-0.414,0.918,-0.421,0.040,0.002,-0.002,-0.57,0.79,13.87,-0.19,0.06,0.040,-0.076,-0.002,1524,1528,1479,1567,10.00,10.06,29.45,29.40
1787303439.403,17.565,True,1,-0.050,0.219,-0.112,1.535,11.341,11.340,0.362,0.918,-0.413,0.918,-0.421,0.041,0.003,-0.002,-0.57,0.79,13.87,-0.19,0.07,0.040,-0.076,-0.002,1524,1528,1479,1567,10.00,10.06,-0.26,-0.31
1787303439.413,17.574,True,1,-0.050,0.222,-0.112,1.549,11.356,11.355,0.362,0.918,-0.413,0.918,-0.420,0.041,0.003,-0.002,-0.57,0.79,13.87,-0.19,0.07,0.040,-0.076,-0.002,1524,1528,1479,1568,10.00,10.07,9.74,9.69
1787303439.423,17.584,True,1,-0.050,0.225,-0.112,1.564,11.371,11.370,0.363,0.918,-0.413,0.918,-0.420,0.041,0.003,-0.002,-0.57,0.79,13.87,-0.20,0.07,0.040,-0.076,-0.002,1524,1528,1479,1568,10.00,10.07,19.74,19.69
1787303439.433,17.594,True,1,-0.050,0.228,-0.112,1.579,11.386,11.384,0.363,0.918,-0.413,0.918,-0.420,0.041,0.003,-0.002,-0.57,0.79,13.87,-0.20,0.07,0.039,-0.075,-0.002,1524,1528,1479,1568,9.99,10.06,29.74,29.69
1787303439.443,17.605,True,1,-0.051,0.231,-0.111,1.591,11.398,11.397,0.364,0.918,-0.412,0.918,-0.420,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.20,0.08,0.039,-0.075,-0.002,1524,1528,1479,1569,10.00,10.06,-0.26,-0.31
1787303439.453,17.614,True,1,-0.051,0.234,-0.111,1.606,11.413,11.412,0.364,0.918,-0.412,0.918,-0.419,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.20,0.08,0.039,-0.075,-0.002,1524,1528,1479,1569,10.00,10.06,9.74,9.69
1787303439.463,17.624,True,1,-0.051,0.237,-0.111,1.621,11.428,11.427,0.365,0.918,-0.412,0.918,-0.419,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.20,0.08,0.039,-0.075,-0.002,1524,1528,1479,1570,10.00,10.06,19.74,19.69
1787303439.473,17.634,True,1,-0.051,0.240,-0.111,1.636,11.443,11.442,0.365,0.918,-0.412,0.918,-0.419,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.20,0.08,0.039,-0.075,-0.002,1524,1528,1479,1570,10.00,10.06,29.74,29.69
1787303439.483,17.644,True,1,-0.051,0.243,-0.111,1.651,11.458,11.457,0.366,0.918,-0.412,0.918,-0.419,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.21,0.08,0.039,-0.075,-0.002,1524,1528,1479,1571,10.00,10.06,39.74,39.69
1787303439.493,17.654,True,1,-0.051,0.246,-0.111,1.666,11.473,11.472,0.366,0.918,-0.412,0.918,-0.418,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.21,0.08,0.039,-0.075,-0.002,1524,1528,1479,1571,10.00,10.06,49.74,49.69
1787303439.503,17.664,True,1,-0.051,0.249,-0.111,1.681,11.488,11.487,0.367,0.918,-0.412,0.918,-0.418,0.042,0.003,-0.001,-0.57,0.80,13.87,-0.21,0.08,0.038,-0.075,-0.002,1524,1528,1479,1572,10.00,10.06,59.74,59.69
